num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,likeability_to_cue,goal_value
1,0,genre,genre,genre,0.0,genre_0,truc,0.7668719291687012,0.9874953361307113,0.1436632114499156,0.6792635726179231,0.0,1.0148471073971397
1,0,genre,genre,genre,0.0,genre_0,truc,0.7668719291687012,0.9974953361307113,0.2486632114499156,0.7385818513498651,0.0,1.0148471073971397
1,1,genre,truc,truc,0.4309336859881814,truc_1,bizarre,0.6111533045768738,0.9967632969700172,0.3048736309767292,0.7460770284178497,0.6882781897116703,1.0148471073971397
1,1,genre,truc,truc,0.4309336859881814,truc_1,chiant,0.595626950263977,0.8976120493649827,0.22480070600160235,0.6649983718949505,0.6882781897116703,1.0148471073971397
1,2,genre,bizarre,bizarre,0.863741166243359,bizarre_2,marrant,0.5234236717224121,0.813357789366339,0.3828197627724043,0.6643073331098353,0.7118058953187977,0.9553005724837024
1,2,genre,bizarre,bizarre,0.863741166243359,bizarre_2,pareil,0.4813663065433502,0.828128866787355,0.41116778166077267,0.6834195750323026,0.7118058953187977,0.9553005724837024
1,3,genre,pareil,pareil,0.29577091688050894,pareil_3,rien,0.37053558230400085,0.8184496089970792,0.5221637196543575,0.7150382588997946,0.6885094194078097,0.8992479528549934
1,3,genre,pareil,pareil,0.29577091688050894,pareil_3,chose,0.3563103675842285,0.9780709748738604,0.5321355386151584,0.8242476144758615,0.6885094194078097,0.8992479528549934
1,4,genre,chose,chose,0.7770208322857259,chose_4,rien,0.3310616612434387,0.8633203329958079,0.4390791830396922,0.7169918846498613,0.7533234450382373,0.846484241720364
1,4,genre,chose,chose,0.7770208322857259,chose_4,dire,0.3288501799106598,0.8908689797679998,0.47885587638240223,0.7462273458368976,0.7533234450382373,0.846484241720364
1,5,genre,dire,dire,0.25195660831485933,dire_5,juste,0.24061603844165802,0.8711199680247276,0.4451298655217384,0.722188799746395,0.731598780003097,0.7968164611395487
1,5,genre,dire,dire,0.25195660831485933,dire_5,penser,0.264961302280426,0.927914985467448,0.4434540619673885,0.7559552329547794,0.731598780003097,0.7968164611395487
1,6,genre,chose,penser,0.741741301268667,penser,,,,,,0.6957673158248378,0.7500629562253548
