num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,likeability_to_cue,goal_value
1,0,jeunesse,jeunesse,jeunesse,0.0,jeunesse_0,éducatif,0.34102246165275574,0.8622806753474545,0.4761372906498861,0.7158350117859773,0.0,1.0
1,0,jeunesse,jeunesse,jeunesse,0.0,jeunesse_0,animateur,0.37838318943977356,0.9706797691317761,0.4651884050359472,0.7750160263462209,0.0,1.0
1,0,jeunesse,jeunesse,jeunesse,0.0,jeunesse_0,populaire,0.37029048800468445,0.8294102826287127,0.33435121254391864,0.6405118866250806,0.0,1.0
1,0,jeunesse,jeunesse,jeunesse,0.0,jeunesse_0,littérature,0.31795260310173035,0.9335553253286708,0.49568394616131695,0.7682008371748732,0.0,1.0
1,0,jeunesse,jeunesse,jeunesse,0.0,jeunesse_0,littérature,0.31795260310173035,0.8665553253286709,0.47968394616131693,0.7209630122555226,0.0,1.0
1,1,jeunesse,animateur,animateur,0.4437540065865552,animateur_1,éducatif,0.42808204889297485,0.8323618367742807,0.37952365163469043,0.6611775336636394,0.7561958361015974,1.0
1,1,jeunesse,animateur,animateur,0.4437540065865552,animateur_1,culturel,0.37692925333976746,0.8524560295428963,0.36929139607948386,0.6696104584260917,0.7561958361015974,1.0
1,1,jeunesse,animateur,animateur,0.4437540065865552,animateur_1,animation,0.5750250220298767,0.865009259068159,0.19605414991865774,0.5846824596099454,0.7561958361015974,1.0
1,1,jeunesse,animateur,animateur,0.4437540065865552,animateur_1,animer,0.4911595582962036,0.9291151267368274,0.34848718195777256,0.7071055692146336,0.7561958361015974,1.0
1,1,jeunesse,animateur,animateur,0.4437540065865552,animateur_1,loisir,0.500390350818634,0.9650390351532383,0.4172365512611229,0.7539696967565449,0.7561958361015974,1.0
1,2,jeunesse,loisir,loisir,-0.11775356922430852,loisir_2,encadrer,0.3961922824382782,0.93227686462651,0.3358235380843882,0.6922636628129328,0.7559379761766747,0.95
1,2,jeunesse,loisir,loisir,-0.11775356922430852,loisir_2,bénévole,0.40676698088645935,0.9377041961181968,0.3160105960192503,0.6933539389794122,0.7559379761766747,0.95
1,2,jeunesse,loisir,loisir,-0.11775356922430852,loisir_2,accueil,0.41402316093444824,0.9006396654011576,0.4047001417049597,0.7101893927799635,0.7559379761766747,0.95
1,2,jeunesse,loisir,loisir,-0.11775356922430852,loisir_2,sportif,0.5411458611488342,0.8601981771521956,0.3941149595980766,0.6799878785702125,0.7559379761766747,0.95
1,2,jeunesse,loisir,loisir,-0.11775356922430852,loisir_2,encadrer,0.3961922824382782,0.8172768646265101,0.4768235380843882,0.6883017666976491,0.7559379761766747,0.95
1,3,jeunesse,accueil,accueil,-0.6777062210293177,accueil_3,proposer,0.4360800087451935,0.8962946063772047,0.4567980164580458,0.7298348998512088,0.6918798537247706,0.9025
1,3,jeunesse,accueil,accueil,-0.6777062210293177,accueil_3,proposer,0.4360800087451935,0.9302946063772047,0.3387980164580458,0.7027826680244241,0.6918798537247706,0.9025
1,3,jeunesse,accueil,accueil,-0.6777062210293177,accueil_3,sport,0.44125592708587646,0.8538823311926542,0.29911632470764055,0.629683715457303,0.6918798537247706,0.9025
1,3,jeunesse,accueil,accueil,-0.6777062210293177,accueil_3,bénévole,0.4172828197479248,0.9680491277446965,0.3333276105765709,0.7197788681200548,0.6918798537247706,0.9025
1,3,jeunesse,accueil,accueil,-0.6777062210293177,accueil_3,scolaire,0.47528812289237976,0.9405107031231159,0.3813407317510734,0.7250107136427133,0.6918798537247706,0.9025
1,4,jeunesse,proposer,proposer,-0.2208724960665155,proposer_4,espace,0.4489796757698059,0.8767385959931682,0.430655892053108,0.7085594877112958,0.6937542825967224,0.8573749999999999
1,4,jeunesse,proposer,proposer,-0.2208724960665155,proposer_4,animation,0.5360196828842163,0.9756580473711044,0.3274877021574727,0.7136836239967155,0.6937542825967224,0.8573749999999999
1,4,jeunesse,proposer,proposer,-0.2208724960665155,proposer_4,site,0.45732924342155457,0.8656396907803846,0.3767968063745994,0.6765303588714667,0.6937542825967224,0.8573749999999999
1,4,jeunesse,proposer,proposer,-0.2208724960665155,proposer_4,souhaiter,0.4635210931301117,0.9752938578693211,0.36348021123365093,0.735728578619817,0.6937542825967224,0.8573749999999999
1,4,jeunesse,proposer,proposer,-0.2208724960665155,proposer_4,nombreux,0.46089887619018555,0.8920181496685107,0.322305373855134,0.670631102786835,0.6937542825967224,0.8573749999999999
1,5,jeunesse,souhaiter,souhaiter,0.2487158985884388,souhaiter_5,choisir,0.5038038492202759,0.842380450968728,0.28993599157407784,0.629630022457034,0.7485646617220242,0.8145062499999999
1,5,jeunesse,souhaiter,souhaiter,0.2487158985884388,souhaiter_5,mettre,0.505290150642395,0.8275291927224828,0.3219360707155702,0.6274941239118951,0.7485646617220242,0.8145062499999999
1,5,jeunesse,souhaiter,souhaiter,0.2487158985884388,souhaiter_5,information,0.49256962537765503,0.9972564702564217,0.35352951060406657,0.7460633695701698,0.7485646617220242,0.8145062499999999
1,5,jeunesse,souhaiter,souhaiter,0.2487158985884388,souhaiter_5,information,0.49256962537765503,0.9522564702564218,0.34252951060406656,0.7174208485720738,0.7485646617220242,0.8145062499999999
1,5,jeunesse,souhaiter,souhaiter,0.2487158985884388,souhaiter_5,site,0.49914199113845825,0.8239141983558679,0.4130793403421665,0.6711733927457989,0.7485646617220242,0.8145062499999999
1,6,jeunesse,information,information,0.7316051784809813,information_6,présenter,0.5277488231658936,0.9238005221355287,0.3649513604019034,0.7074088768472303,0.7848336855562131,0.7737809374999999
1,6,jeunesse,information,information,0.7316051784809813,information_6,permettre,0.6050447821617126,1.0,0.3297738202047931,0.7295978505359476,0.7848336855562131,0.7737809374999999
1,6,jeunesse,information,information,0.7316051784809813,information_6,possibilité,0.6293788552284241,0.9425366753515062,0.34227116567059157,0.7065246451947983,0.7848336855562131,0.7737809374999999
1,6,jeunesse,information,information,0.7316051784809813,information_6,partenaire,0.5369299650192261,0.8077534355944437,0.2688880462358857,0.5930549856732227,0.7848336855562131,0.7737809374999999
1,6,jeunesse,information,information,0.7316051784809813,information_6,intéresser,0.5306894183158875,0.9311036272722891,0.26600565046895935,0.6573251636997179,0.7848336855562131,0.7737809374999999
1,7,jeunesse,permettre,permettre,0.2205594067399682,permettre_7,service,0.5450171232223511,0.8726111871980311,0.24657446263913546,0.6231886606412548,0.7096317001491649,0.7350918906249998
1,7,jeunesse,permettre,permettre,0.2205594067399682,permettre_7,spécifique,0.5554542541503906,0.9907500632118903,0.3857519062756423,0.7599919078203423,0.7096317001491649,0.7350918906249998
1,7,jeunesse,permettre,permettre,0.2205594067399682,permettre_7,spécifique,0.5554542541503906,0.9207500632118903,0.2447519062756423,0.6410051904329176,0.7096317001491649,0.7350918906249998
1,7,jeunesse,permettre,permettre,0.2205594067399682,permettre_7,spécifique,0.5554542541503906,0.9767500632118903,0.38775190627564227,0.7427444888736632,0.7096317001491649,0.7350918906249998
