num_path,best_word,q-value,cue,step_1,step_2,step_3,step_4,step_5,step_6,step_7,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,likeability_1,likeability_2,likeability_3,likeability_4,likeability_5,likeability_6,likeability_7
1,genou,-1.0118054061589403,jambe,épaule,poignet,genou,cheville,doigt,fesse,cou,0.03437879190521981,-0.12253606660094912,0.24785029529842903,-0.004337137671517444,-0.04860393884306956,0.019707418038622665,-0.35888313042143694,0.6767160892486572,0.6854996085166931,0.8159974813461304,0.6806308031082153,0.5987964868545532,0.6145557165145874,0.6199792623519897
2,genou,-1.123502179103937,jambe,genou,cheville,bras,coude,épaule,doigt,serrer,0.25328157542078994,-0.3303931042134313,0.07373315494212584,-0.31822162299221624,0.09936936017444947,-0.17415986324914115,-0.394517133102262,0.7535426616668701,0.6725303530693054,0.6449225544929504,0.6385357975959778,0.7675351500511169,0.6094034314155579,0.6152247190475464
3,genou,-1.0523890785414842,jambe,genou,épaule,coude,cheville,fesse,doigt,cou,0.2552372237899164,0.21400315202266137,-0.18196367735296778,-0.32263534739360744,-0.19215638634535903,-0.009899159385162781,-0.19792793554290095,0.7535426616668701,0.7427595853805542,0.676403284072876,0.6445605158805847,0.6095589399337769,0.6022640466690063,0.6096673607826233
