num_path,num_step,cue,best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability
1,1,jambe,jambe,0.0,jambe,genou,0.7535426616668701,0.33182315294703113,-0.26695553362570246,0.03243380966066434
1,1,jambe,jambe,0.0,jambe,cuisse,0.7070960402488708,0.31137034364149635,-0.2438659168212632,0.03375221341011657
1,1,jambe,jambe,0.0,jambe,bras,0.6995329260826111,0.30803991987597884,-0.24018865508839085,0.033925632393793995
1,1,jambe,jambe,0.0,jambe,épaule,0.6767160892486572,0.29799250634033003,-0.22923492252989042,0.03437879190521981
1,2,jambe,épaule,-0.15312424161895605,épaule,genou,0.80153888463974,0.6576171236891263,-1.0091765898940663,-0.17577973310247003
1,2,jambe,épaule,-0.15312424161895605,épaule,cuisse,0.7295156121253967,0.5985261198498695,-0.8817754605401245,-0.1416246703451275
1,2,jambe,épaule,-0.15312424161895605,épaule,bras,0.7233299612998962,0.5934511447214461,-0.8711718311861383,-0.13886034323234608
1,2,jambe,épaule,-0.15312424161895605,épaule,poignet,0.6854996085166931,0.5624134892038144,-0.8074856224057126,-0.12253606660094912
1,3,jambe,épaule,-0.3296314549391459,poignet,genou,0.8159974813461304,0.7149862654341208,-0.21928567483726275,0.24785029529842903
1,3,jambe,épaule,-0.3296314549391459,poignet,coude,0.7102357149124146,0.6223166039010818,-0.17974825402605832,0.22128417493751174
1,3,jambe,épaule,-0.3296314549391459,poignet,cuisse,0.7076047658920288,0.620011336473626,-0.1788069145342145,0.22060221096970578
1,3,jambe,épaule,-0.3296314549391459,poignet,bras,0.7018841505050659,0.6149988682675207,-0.1767671788940402,0.21911584468674025
1,4,jambe,genou,-0.4244613958794601,genou,cuisse,0.7257353067398071,0.5846325373259212,-0.609820147082631,-0.012593804878354875
1,4,jambe,genou,-0.4244613958794601,genou,coude,0.7185218930244446,0.5788216082943178,-0.6012352107937635,-0.011206801249722842
1,4,jambe,genou,-0.4244613958794601,genou,bras,0.699462354183197,0.5634677644761398,-0.5787956068366914,-0.007663921180275812
1,4,jambe,genou,-0.4244613958794601,genou,cheville,0.6806308031082153,0.5482975813742497,-0.5569718567172846,-0.004337137671517444
1,5,jambe,genou,-0.5625088234137636,cheville,cuisse,0.727802574634552,0.29459533112452974,-0.4460501565074756,-0.07572741269147293
1,5,jambe,genou,-0.5625088234137636,cheville,coude,0.7044806480407715,0.28515522892262885,-0.425928924908337,-0.07038684799285408
1,5,jambe,genou,-0.5625088234137636,cheville,bras,0.6736739873886108,0.27268550332400576,-0.3999416520260186,-0.06362807435100643
1,5,jambe,genou,-0.5625088234137636,cheville,doigt,0.5987964868545532,0.24237706140253548,-0.3395849390886746,-0.04860393884306956
1,6,jambe,genou,-0.7025506111823775,doigt,cuisse,0.7156572341918945,0.33202966543393697,-0.30404778599091487,0.013990939721511053
1,6,jambe,genou,-0.7025506111823775,doigt,coude,0.711987316608429,0.3303270046499876,-0.3018415718500722,0.014242716399957694
1,6,jambe,genou,-0.7025506111823775,doigt,bras,0.6943807601928711,0.32215843070592276,-0.2913499474617493,0.015404241622086728
1,6,jambe,genou,-0.7025506111823775,doigt,fesse,0.6145557165145874,0.28512354685446833,-0.245708710777223,0.019707418038622665
1,7,jambe,genou,-0.8224140775746529,fesse,cuisse,0.7335826754570007,0.07808990926218158,-0.992411547526809,-0.4571608191323137
1,7,jambe,genou,-0.8224140775746529,fesse,bras,0.7041206359863281,0.07495367381672156,-0.9363659067659948,-0.43070611647463664
1,7,jambe,genou,-0.8224140775746529,fesse,coude,0.7015711069107056,0.07468227633033378,-0.9315796264387731,-0.4284486750542197
1,7,jambe,genou,-0.8224140775746529,fesse,cou,0.6199792623519897,0.06599682075553455,-0.7837630815984085,-0.35888313042143694
1,8,jambe,genou,-1.0118054061589403,cou,,,,,
2,1,jambe,jambe,0.0,jambe,genou,0.7535426616668701,0.5258297056568361,-0.019266554815256236,0.25328157542078994
2,1,jambe,jambe,0.0,jambe,cuisse,0.7070960402488708,0.49341878254472427,-0.017600144826356273,0.23790931885918398
2,1,jambe,jambe,0.0,jambe,bras,0.6995329260826111,0.48814116483546766,-0.017334751695956642,0.2354032065697555
2,1,jambe,jambe,0.0,jambe,épaule,0.6767160892486572,0.4722193448685949,-0.016544205473131735,0.22783756969773158
2,2,jambe,genou,-0.10934368491584201,genou,épaule,0.7427595853805542,0.041572559177247934,-0.8037509410847206,-0.38108919095373633
2,2,jambe,genou,-0.10934368491584201,genou,cuisse,0.7378770709037781,0.04129928283586548,-0.7962305150218196,-0.3774656160929771
2,2,jambe,genou,-0.10934368491584201,genou,bras,0.6929604411125183,0.03878528061119817,-0.7284353313824835,-0.3448250253856427
2,2,jambe,genou,-0.10934368491584201,genou,cheville,0.6725303530693054,0.03764180018914788,-0.6984280086160105,-0.3303931042134313
2,3,jambe,genou,-0.32742230575852826,cheville,cuisse,0.7284769415855408,0.7006214528244251,-0.5611770522095834,0.06972220030742088
2,3,jambe,genou,-0.32742230575852826,cheville,épaule,0.7104887962341309,0.6833211378655311,-0.5416240886382022,0.07084852461366442
2,3,jambe,genou,-0.32742230575852826,cheville,poignet,0.7079375982284546,0.6808674925253102,-0.5388743111999308,0.07099659066268971
2,3,jambe,genou,-0.32742230575852826,cheville,bras,0.6449225544929504,0.620262016948182,-0.47279570706393026,0.07373315494212584
