num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,likeability_to_cue,goal_value
1,0,doigt,doigt,doigt,0.0,doigt_0,frotter,0.7665339708328247,0.9963749994064275,0.06888232478851106,0.6289548267349859,0.0,0.9936804597614536
1,0,doigt,doigt,doigt,0.0,doigt_0,effleurer,0.7549083232879639,0.9583670294417919,0.19439969630391327,0.6748225460894676,0.0,0.9936804597614536
1,0,doigt,doigt,doigt,0.0,doigt_0,phalange,0.7759659290313721,0.980816741852109,0.2577539010049559,0.7152301258033509,0.0,0.9936804597614536
1,1,doigt,phalange,phalange,0.4303874165104743,phalange_1,fléchisseur,0.5783679485321045,0.8834143542853411,0.3258963688167242,0.6829783241919232,0.7550864296487814,0.9936804597614536
1,1,doigt,phalange,phalange,0.4303874165104743,phalange_1,paume,0.5665305852890015,0.8780064412237428,0.36855119183513046,0.698643066035456,0.7550864296487814,0.9936804597614536
1,1,doigt,phalange,phalange,0.4303874165104743,phalange_1,orteil,0.6463057994842529,1.0,0.2885290659623852,0.7445800642002448,0.7550864296487814,0.9936804597614536
1,2,doigt,orteil,orteil,0.8681123176201722,orteil_2,supination,0.4540237486362457,0.871285752477854,0.3231110162536377,0.668917151518088,0.6864437977289052,0.8811815747034761
1,2,doigt,orteil,orteil,0.8681123176201722,orteil_2,genou,0.44997185468673706,0.849846932018239,0.30095730752167155,0.6479505722630025,0.6864437977289052,0.8811815747034761
1,2,doigt,orteil,orteil,0.8681123176201722,orteil_2,métacarpien,0.45993080735206604,0.9599158814957394,0.28698025643699776,0.7127686470093243,0.6864437977289052,0.8811815747034761
1,3,doigt,métacarpien,métacarpien,0.3260090856966342,métacarpien_3,médius,0.3919808864593506,0.9096856315186701,0.450960124332159,0.7461781735252745,0.7413609017475212,0.7814191775324864
1,3,doigt,métacarpien,métacarpien,0.3260090856966342,métacarpien_3,palmaire,0.39190059900283813,0.886674227769913,0.3260200625180584,0.6823760311699325,0.7413609017475212,0.7814191775324864
1,3,doigt,métacarpien,métacarpien,0.3260090856966342,métacarpien_3,fléchisseur,0.39381474256515503,0.8539447483631162,0.3285925117815628,0.6643956047839307,0.7413609017475212,0.7814191775324864
1,4,doigt,phalange,médius,0.8171988346948312,médius,,,,,,0.6983337061611223,0.692951315080577
