num_participant,num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,similarity_to_cue,adequacy_to_cue,originality_to_cue,likeability_to_cue,goal_value
0,1,0,oncle,oncle,oncle,0.0,oncle_0,petit-fils,0.5865617394447327,0.8594344957015945,0.18461975882659595,0.6176323373334043,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,frère,0.6006196141242981,0.984284406018163,0.28260348523367396,0.732163793968871,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,fils,0.5859025716781616,0.8803509332179896,0.2190436287182323,0.6435653516197227,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,épouser,0.46245813369750977,0.9531823199348802,0.40021956328341224,0.7643273825850656,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,grands-parents,0.45321550965309143,0.9061986693378911,0.4286779287965092,0.7408919820795378,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,petit-fils,0.5865617394447327,0.8954344957015945,0.32561975882659594,0.6937239725351483,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,grand-mère,0.5771579146385193,0.9532670085743333,0.18967706977080676,0.6848614220785404,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,épouser,0.46245813369750977,0.9201823199348802,0.3812195632834123,0.7291573208532376,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,0,oncle,oncle,oncle,0.0,oncle_0,grand-mère,0.5771579146385193,0.8962670085743333,0.33567706977080675,0.7051879911230805,1.0,1.0,0.0,0.0,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,venger,0.47486668825149536,0.9744676172713902,0.43063084441750216,0.7882576484062477,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,naître,0.5035538077354431,0.8963554346331328,0.2671043147244358,0.6786779702571497,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,prince,0.4672180712223053,0.8916795320115539,0.2659140802679889,0.6779841460419508,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,amant,0.5467403531074524,0.8327965694806648,0.3784453709004888,0.6732067334147835,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,natal,0.48553264141082764,0.9455496304417913,0.3763193072051998,0.7432785523770173,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,tante,0.6636857986450195,0.9146313481783216,0.28251752595336815,0.6847160341745796,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,venger,0.47486668825149536,0.9204676172713903,0.42963084441750216,0.750662271690565,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,amant,0.5467403531074524,0.8987965694806648,0.34944537090048877,0.7024855068567729,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,1,oncle,épouser,épouser,0.4575531536158606,épouser_1,fillette,0.45797833800315857,0.9787087905670094,0.2873431782143231,0.7307357082405063,0.46245813369750977,0.8081823199348802,0.26821956328341223,0.6199230150382751,0.9341147681216233
0,1,2,oncle,venger,venger,0.9210888736870166,venger_2,amant,0.6114193201065063,0.8918017587554502,0.18670393067435737,0.6324531195165789,0.3718804121017456,0.9476643986368491,0.5141358967710119,0.7994785260038832,0.8714434389122674
0,1,2,oncle,venger,venger,0.9210888736870166,venger_2,soeur,0.5970041751861572,0.9517957665482787,0.25791823882120424,0.7088670604382079,0.3718804121017456,0.9476643986368491,0.5141358967710119,0.7994785260038832,0.8714434389122674
0,1,2,oncle,venger,venger,0.9210888736870166,venger_2,amant,0.6114193201065063,0.8318017587554503,0.35870393067435735,0.6632914019681875,0.3718804121017456,0.9476643986368491,0.5141358967710119,0.7994785260038832,0.8714434389122674
0,1,2,oncle,venger,venger,0.9210888736870166,venger_2,père,0.6858367919921875,1.0,0.23748502780660927,0.7314217481094414,0.3718804121017456,0.9476643986368491,0.5141358967710119,0.7994785260038832,0.8714434389122674
0,1,2,oncle,venger,venger,0.9210888736870166,venger_2,quitter,0.5263151526451111,0.9896533827540132,0.4149012823252747,0.7889429517627679,0.3718804121017456,0.9476643986368491,0.5141358967710119,0.7994785260038832,0.8714434389122674
0,1,2,oncle,venger,venger,0.9210888736870166,venger_2,petit-fils,0.5670366883277893,0.9260651776555537,0.29022308609807534,0.7007425712622755,0.3718804121017456,0.9476643986368491,0.5141358967710119,0.7994785260038832,0.8714434389122674
0,1,2,oncle,venger,venger,0.9210888736870166,venger_2,tante,0.6184947490692139,0.9988460174231053,0.337194403052448,0.7727510111255479,0.3718804121017456,0.9476643986368491,0.5141358967710119,0.7994785260038832,0.8714434389122674
