num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,similarity_to_cue,adequacy_to_cue,originality_to_cue,likeability_to_cue,goal_value
1,0,jambe,jambe,jambe,0.0,jambe_0,genou,0.7425558567047119,0.9883800321484446,0.15734794659726972,0.4940170748950708,1.0,1.0,0.0,0.0,0.9543084224861331
1,0,jambe,jambe,jambe,0.0,jambe_0,bras,0.7165821194648743,0.9268494845998335,0.14095432604028985,0.4793706968752321,1.0,1.0,0.0,0.0,0.9543084224861331
1,0,jambe,jambe,jambe,0.0,jambe_0,épaule,0.6618872284889221,0.9492799093920345,0.2096566617306244,0.5193354192778424,1.0,1.0,0.0,0.0,0.9543084224861331
1,0,jambe,jambe,jambe,0.0,jambe_0,cuisse,0.6412957906723022,0.9085146589209682,0.14570601647256629,0.4592752009039328,1.0,1.0,0.0,0.0,0.9543084224861331
1,0,jambe,jambe,jambe,0.0,jambe_0,hanche,0.6309537291526794,1.0,0.27327059777705087,0.5998388689681722,1.0,1.0,0.0,0.0,0.9543084224861331
1,0,jambe,jambe,jambe,0.0,jambe_0,pied,0.6173427700996399,0.8196731539932621,0.3349280961966998,0.5565610070819292,1.0,1.0,0.0,0.0,0.9543084224861331
1,1,jambe,hanche,hanche,0.41138261162050976,hanche_1,genou,0.7571781873703003,0.9581297284710383,0.2099349161506455,0.5406130065242563,0.6309537291526794,0.9197902245304013,0.22727059777705086,0.5236259144722797,0.9543084224861331
1,1,jambe,hanche,hanche,0.41138261162050976,hanche_1,épaule,0.699321985244751,0.8714348950125818,0.2929305165402258,0.5511001341956528,0.6309537291526794,0.9197902245304013,0.22727059777705086,0.5236259144722797,0.9543084224861331
1,1,jambe,hanche,hanche,0.41138261162050976,hanche_1,bras,0.6757280826568604,0.8840846638075004,0.23889036082276072,0.5260830417043775,0.6309537291526794,0.9197902245304013,0.22727059777705086,0.5236259144722797,0.9543084224861331
1,1,jambe,hanche,hanche,0.41138261162050976,hanche_1,poignet,0.6575599312782288,0.912449728427582,0.14339760633172935,0.4805065622552083,0.6309537291526794,0.9197902245304013,0.22727059777705086,0.5236259144722797,0.9543084224861331
1,1,jambe,hanche,hanche,0.41138261162050976,hanche_1,cuisse,0.656810998916626,0.9363082203975668,0.3228720311991249,0.5956347700706415,0.6309537291526794,0.9197902245304013,0.22727059777705086,0.5236259144722797,0.9543084224861331
1,1,jambe,hanche,hanche,0.41138261162050976,hanche_1,nuque,0.6168051362037659,0.9615928622394372,0.30027058109874444,0.5933058743872834,0.6309537291526794,0.9197902245304013,0.22727059777705086,0.5236259144722797,0.9543084224861331
1,2,jambe,cuisse,cuisse,-0.1782858014833632,cuisse_2,genou,0.7707002758979797,1.0,0.1331786996640624,0.4947748616012405,0.6412957906723022,0.8885146589209681,0.33970601647256626,0.5843538448791701,0.9059216546572857
1,2,jambe,cuisse,cuisse,-0.1782858014833632,cuisse_2,épaule,0.6985101699829102,0.844238075614955,0.21244593273458656,0.4912714580004677,0.6412957906723022,0.8885146589209681,0.33970601647256626,0.5843538448791701,0.9059216546572857
1,2,jambe,cuisse,cuisse,-0.1782858014833632,cuisse_2,bras,0.6599590182304382,0.8559073259104735,0.2848779578696699,0.5424427256984127,0.6412957906723022,0.8885146589209681,0.33970601647256626,0.5843538448791701,0.9059216546572857
1,2,jambe,cuisse,cuisse,-0.1782858014833632,cuisse_2,poignet,0.6464246511459351,0.9554097098969717,0.19945371976630505,0.5161559295373478,0.6412957906723022,0.8885146589209681,0.33970601647256626,0.5843538448791701,0.9059216546572857
1,2,jambe,cuisse,cuisse,-0.1782858014833632,cuisse_2,poitrine,0.6431770920753479,0.8708398106402083,0.25651284050931433,0.5200957331258075,0.6412957906723022,0.8885146589209681,0.33970601647256626,0.5843538448791701,0.9059216546572857
1,2,jambe,cuisse,cuisse,-0.1782858014833632,cuisse_2,fesse,0.6285619139671326,0.8224060625403544,0.21079030319305808,0.469917465051317,0.6412957906723022,0.8885146589209681,0.33970601647256626,0.5843538448791701,0.9059216546572857
1,3,jambe,bras,bras,-0.7691555337230815,bras_3,genou,0.78725266456604,0.9111681382543149,0.13338177816061583,0.45068995351631047,0.716582179069519,0.8598495006256259,0.16595428806791904,0.46978815056366685,0.8599882648409924
1,3,jambe,bras,bras,-0.7691555337230815,bras_3,épaule,0.7387024164199829,0.9081914268259191,0.1568200859910626,0.4658815825644587,0.716582179069519,0.8598495006256259,0.16595428806791904,0.46978815056366685,0.8599882648409924
1,3,jambe,bras,bras,-0.7691555337230815,bras_3,poitrine,0.6751364469528198,0.9399599497040745,0.3192651316493309,0.5987774667159318,0.716582179069519,0.8598495006256259,0.16595428806791904,0.46978815056366685,0.8599882648409924
1,3,jambe,bras,bras,-0.7691555337230815,bras_3,poignet,0.6703071594238281,0.995958330583923,0.19532396009269418,0.5392073335381565,0.716582179069519,0.8598495006256259,0.16595428806791904,0.46978815056366685,0.8599882648409924
1,3,jambe,bras,bras,-0.7691555337230815,bras_3,nuque,0.6531599164009094,0.8916273746696515,0.13918513683171937,0.46087128129084776,0.716582179069519,0.8598495006256259,0.16595428806791904,0.46978815056366685,0.8599882648409924
1,3,jambe,bras,bras,-0.7691555337230815,bras_3,ventre,0.642853856086731,0.9417836864112714,0.2267178278567528,0.5478826365838234,0.716582179069519,0.8598495006256259,0.16595428806791904,0.46978815056366685,0.8599882648409924
