num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,similarity_to_cue,adequacy_to_cue,originality_to_cue,likeability_to_cue,goal_value
1,0,fil,fil,fil,0.0,fil_0,catégoriser,0.3749609589576721,0.9011501491511735,0.452787520960015,0.8252960781427477,1.0,1.0,0.0,0.0,1.0068506080445312
1,0,fil,fil,fil,0.0,fil_0,coudre,0.29952481389045715,0.7742838918831901,0.40389690464612854,0.7126846906197423,1.0,1.0,0.0,0.0,1.0068506080445312
1,0,fil,fil,fil,0.0,fil_0,abonner,0.2854316234588623,0.7836887947068895,0.5527828710677248,0.7465206105831437,1.0,1.0,0.0,0.0,1.0068506080445312
1,0,fil,fil,fil,0.0,fil_0,abonner,0.2854316234588623,0.9316887947068895,0.4217828710677248,0.845997506562995,1.0,1.0,0.0,0.0,1.0068506080445312
1,0,fil,fil,fil,0.0,fil_0,commentaire,0.3652809262275696,0.8185940358642534,0.4121952056552924,0.7529308680358067,1.0,1.0,0.0,0.0,1.0068506080445312
1,0,fil,fil,fil,0.0,fil_0,aiguille,0.304555207490921,0.7924966441129827,0.5797077669384032,0.7582795252060996,1.0,1.0,0.0,0.0,1.0068506080445312
1,1,fil,abonner,abonner,0.45978672462961595,abonner_1,info,0.4229870140552521,0.8267505845815779,0.42919489752371437,0.7603751072440064,0.2854316234588623,0.7946887947068895,0.4107828710677248,0.7306938921938889,1.0068506080445312
1,1,fil,abonner,abonner,0.45978672462961595,abonner_1,consulter,0.3688231408596039,0.9321736638411222,0.4454748262819348,0.8501934158885205,0.2854316234588623,0.7946887947068895,0.4107828710677248,0.7306938921938889,1.0068506080445312
1,1,fil,abonner,abonner,0.45978672462961595,abonner_1,abonné,0.39479056000709534,0.8970815767353547,0.3788659115883469,0.8083371113803721,0.2854316234588623,0.7946887947068895,0.4107828710677248,0.7306938921938889,1.0068506080445312
1,1,fil,abonner,abonner,0.45978672462961595,abonner_1,mail,0.4032561779022217,0.9572390646537825,0.46359465216803847,0.8765293498477608,0.2854316234588623,0.7946887947068895,0.4107828710677248,0.7306938921938889,1.0068506080445312
1,1,fil,abonner,abonner,0.45978672462961595,abonner_1,publier,0.36856839060783386,0.925132377255903,0.530670095745266,0.8602092927833376,0.2854316234588623,0.7946887947068895,0.4107828710677248,0.7306938921938889,1.0068506080445312
1,1,fil,abonner,abonner,0.45978672462961595,abonner_1,envoyer,0.37400022149086,0.7929995836080638,0.38451901926518356,0.7262013319166042,0.2854316234588623,0.7946887947068895,0.4107828710677248,0.7306938921938889,1.0068506080445312
1,2,fil,mail,mail,0.9272064100804234,mail_2,cliquer,0.49020472168922424,0.8810193443702317,0.3511362696451912,0.7933704948730623,0.1544819474220276,0.7839495309001622,0.550194809921967,0.7459987361589275,0.9219850448757427
1,2,fil,mail,mail,0.9272064100804234,mail_2,merci,0.4819389283657074,0.8991868229606557,0.29677571971192357,0.7941111398837328,0.1544819474220276,0.7839495309001622,0.550194809921967,0.7459987361589275,0.9219850448757427
1,2,fil,mail,mail,0.9272064100804234,mail_2,téléphone,0.4826783239841461,0.8642615957540468,0.29626974002752077,0.7703284954582057,0.1544819474220276,0.7839495309001622,0.550194809921967,0.7459987361589275,0.9219850448757427
1,2,fil,mail,mail,0.9272064100804234,mail_2,abonnement,0.5074183940887451,0.8997423293128325,0.3775061380061619,0.8111374999850552,0.1544819474220276,0.7839495309001622,0.550194809921967,0.7459987361589275,0.9219850448757427
1,2,fil,mail,mail,0.9272064100804234,mail_2,cliquer,0.49020472168922424,0.9200193443702317,0.30913626964519114,0.8166833344822434,0.1544819474220276,0.7839495309001622,0.550194809921967,0.7459987361589275,0.9219850448757427
1,2,fil,mail,mail,0.9272064100804234,mail_2,courrier,0.4891892373561859,0.9679174075574362,0.35882711467271905,0.8676444779741809,0.1544819474220276,0.7839495309001622,0.550194809921967,0.7459987361589275,0.9219850448757427
1,3,fil,courrier,courrier,0.4136212683550329,courrier,,,,,,0.034100037068128586,0.8280545568580142,0.7948129383643258,0.8229140208572245,0.8442726420213165
