num_path,best_word,q-value,cue,step_1,step_2,step_3,step_4,step_5,step_6,step_7,similarity_1,similarity_2,similarity_3,similarity_4,similarity_5,similarity_6,similarity_7,likeability_1,likeability_2,likeability_3,likeability_4,likeability_5,likeability_6,likeability_7
1,grand-père,-1.1230607631087588,oncle,neveu,grand-père,grand-mère,frère,soeur,cousin,fils,-0.041771528419858824,0.05502197948710774,-0.2502610356039633,-0.10853569292569898,-0.2722690540803102,0.05412288428214829,-0.22500810578321803,0.6517756581306458,0.6533453464508057,0.661055862903595,0.6494482755661011,0.6933525800704956,0.7376282811164856,0.6461727619171143
2,grand-père,-1.1164463200772716,oncle,tante,neveu,grand-père,frère,grand-mère,aîné,fils,0.05672370188359606,-0.2651435429734019,0.07448440266687117,-0.3292027678680651,0.022005066817454455,-0.22697552018031109,-0.08751967823250095,0.7583509087562561,0.6517160534858704,0.6928669810295105,0.6602746844291687,0.6891207695007324,0.6557379961013794,0.6559860110282898
3,frère,-0.9583441317403826,oncle,neveu,tante,soeur,père,frère,mère,aîné,-0.2755835184422898,0.15970839894239777,0.004558096694912889,0.03662371334060907,0.16413053341295114,-0.026267688068059236,-0.02828693208243442,0.6517756581306458,0.7310485243797302,0.6339188814163208,0.6773180365562439,0.7690226435661316,0.6691476702690125,0.6714503169059753
