num_path,num_step,cue,best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability
1,1,masse,masse,0.0,masse,faible,0.4470245838165283,0.023645624983650616,-0.1759499534362996,-0.0761521642263245
1,1,masse,masse,0.0,masse,constant,0.4429410398006439,0.023429623551292113,-0.17385066078615788,-0.07521051861743289
1,1,masse,masse,0.0,masse,mesurer,0.43566012382507324,0.023044495272158197,-0.170130151049938,-0.07354282788888991
1,1,masse,masse,0.0,masse,mouvement,0.4268330931663513,0.02257758435890742,-0.16565826041355353,-0.07154033802732306
1,2,masse,masse,-0.17430806760546463,mouvement,force,0.5163347125053406,0.12962240549786208,-0.23562315945991563,-0.053000376981026776
1,2,masse,masse,-0.17430806760546463,mouvement,révolutionnaire,0.5149664282798767,0.12927890681684406,-0.2347867051803576,-0.05275389918175677
1,2,masse,masse,-0.17430806760546463,mouvement,inertie,0.4658316671848297,0.11694395088138218,-0.2054966200833766,-0.04427633460099721
1,2,masse,masse,-0.17430806760546463,mouvement,accélération,0.4431804418563843,0.11125751097440646,-0.1924831847459867,-0.040612836885790114
1,3,masse,masse,-0.33443063498262265,accélération,accélérer,0.5507591962814331,0.1808942750002277,-0.13219464453938648,0.02434981523042061
1,3,masse,masse,-0.33443063498262265,accélération,inertie,0.548570454120636,0.18017539290254683,-0.13148345889450677,0.02434596700402003
1,3,masse,masse,-0.33443063498262265,accélération,constant,0.5343923568725586,0.175518663355605,-0.12691250115945393,0.024303081098075538
1,3,masse,masse,-0.33443063498262265,accélération,vitesse,0.5120252370834351,0.16817228776094453,-0.11982795452782877,0.024172166616557883
1,4,masse,accélérer,-0.47396067193653857,accélérer,ralentir,0.5376805067062378,0.3541120892654844,-0.2972634575380693,0.028424315863707528
1,4,masse,accélérer,-0.47396067193653857,accélérer,constant,0.5305408835411072,0.3494099904465031,-0.29195432655842923,0.02872783194403694
1,4,masse,accélérer,-0.47396067193653857,accélérer,freiner,0.5276970267295837,0.3475370490537242,-0.2898497999391073,0.028843624557308434
1,4,masse,accélérer,-0.47396067193653857,accélérer,vitesse,0.5236319899559021,0.34485984828688315,-0.2868516667199399,0.02900409078347163
1,5,masse,vitesse,-0.6053398537798442,vitesse,ralentir,0.5678732395172119,0.12670821289205894,-0.037820900265051624,0.04444365631350366
1,5,masse,vitesse,-0.6053398537798442,vitesse,constant,0.5525532960891724,0.12328991014719874,-0.0364409929933011,0.04342445857694882
1,5,masse,vitesse,-0.6053398537798442,vitesse,freiner,0.5469359159469604,0.1220365174013808,-0.0359400169327895,0.04304825023429565
1,5,masse,vitesse,-0.6053398537798442,vitesse,lent,0.5351288914680481,0.11940204395345487,-0.034895767571460526,0.04225313819099717
1,6,masse,ralentir,-0.7267721225171435,ralentir,freiner,0.614963173866272,0.45007074108108447,-0.25629013318922883,0.09689030394592782
1,6,masse,ralentir,-0.7267721225171435,ralentir,lent,0.5849606394767761,0.4281129012285025,-0.2392573453532012,0.09442777793765064
1,6,masse,ralentir,-0.7267721225171435,ralentir,constant,0.5416468381881714,0.39641299548871534,-0.21548709312061765,0.09046295118404885
1,6,masse,ralentir,-0.7267721225171435,ralentir,inertie,0.5095242261886597,0.3729035425613369,-0.19848380605259303,0.08720986825437194
1,7,masse,freiner,-0.831199011727958,freiner,lent,0.5765161514282227,0.0601833588045732,-0.21644801980797457,-0.07813233050170068
1,7,masse,freiner,-0.831199011727958,freiner,constant,0.5185019969940186,0.054127176920669255,-0.18750355858838352,-0.06668819083385713
1,7,masse,freiner,-0.831199011727958,freiner,ralentissement,0.5139760971069336,0.05365471165470363,-0.1853129008483822,-0.06582909459683928
1,7,masse,freiner,-0.831199011727958,freiner,stopper,0.5045475363731384,0.0526704504987118,-0.18078055590564118,-0.06405505270346469
1,8,masse,freiner,-0.9616247247686509,stopper,,,,,
2,1,masse,masse,0.0,masse,faible,0.4470245838165283,0.30530502872584253,-0.4237838793003409,-0.05923942528724918
2,1,masse,masse,0.0,masse,constant,0.4429410398006439,0.3025160847433243,-0.4187276325342067,-0.05810577389544119
2,1,masse,masse,0.0,masse,mesurer,0.43566012382507324,0.2975434269935116,-0.4097666068664121,-0.05611158993645024
2,1,masse,masse,0.0,masse,mouvement,0.4268330931663513,0.29151481705484417,-0.3989958443587654,-0.053740513651960614
2,2,masse,masse,-0.17074810273039215,mouvement,force,0.5163347125053406,0.3344709379450799,-0.023652808111234398,0.15540906491692277
2,2,masse,masse,-0.17074810273039215,mouvement,révolutionnaire,0.5149664282798767,0.33358459174912936,-0.023568841439140037,0.15500787515499465
2,2,masse,masse,-0.17074810273039215,mouvement,inertie,0.4658316671848297,0.3017561106667194,-0.020628583936657664,0.14056376336503087
2,2,masse,masse,-0.17074810273039215,mouvement,accélération,0.4431804418563843,0.2870831158094695,-0.019322242532829728,0.1338804366383199
2,3,masse,force,-0.2916662897470076,force,révolutionnaire,0.5312628746032715,0.43172815782062096,-0.6530591520218321,-0.11066549710060555
2,3,masse,force,-0.2916662897470076,force,opposer,0.49500349164009094,0.40226214888465617,-0.5940784083704028,-0.09590812974287333
2,3,masse,force,-0.2916662897470076,force,inertie,0.48367759585380554,0.3930582154700866,-0.5760879734342776,-0.09151487898209551
2,3,masse,force,-0.2916662897470076,force,parti,0.4396134316921234,0.35724968954281433,-0.5080543125209538,-0.07540231148906973
2,4,masse,force,-0.4511467520448216,parti,révolutionnaire,0.6009963154792786,0.28461906716043744,-0.40804858462254684,-0.0617147587310547
