num_path,num_step,cue,best_word,temporary_best_word,q-value,current_word,neighbours,similarity,adequacy,originality,likeability,similarity_to_cue,adequacy_to_cue,originality_to_cue,likeability_to_cue,goal_value
1,0,chien,chien,chien,0.0,chien_0,chiens,0.7849016785621643,1.0,0.1839210211883939,0.6440326369040018,1.0,1.0,0.0,0.0,0.9622704703074606
1,0,chien,chien,chien,0.0,chien_0,toutou,0.6694649457931519,0.8397866025610209,0.23985737522708073,0.5762164570454107,1.0,1.0,0.0,0.0,0.9622704703074606
1,0,chien,chien,chien,0.0,chien_0,molosse,0.6155354976654053,0.8914042137123683,0.17207954190362137,0.5529569203235559,1.0,1.0,0.0,0.0,0.9622704703074606
1,0,chien,chien,chien,0.0,chien_0,aboyer,0.6134523153305054,0.8790975834830053,0.28140739746955745,0.6157062419024426,1.0,1.0,0.0,0.0,0.9622704703074606
1,0,chien,chien,chien,0.0,chien_0,chat,0.6068338751792908,0.8381466026759072,0.2086308304929439,0.5627182027444831,1.0,1.0,0.0,0.0,0.9622704703074606
1,0,chien,chien,chien,0.0,chien_0,canin,0.5317491292953491,0.9312133169510626,0.32230533785275606,0.6575164587771246,1.0,1.0,0.0,0.0,0.9622704703074606
1,1,chien,canin,canin,0.423811497117416,canin_1,chiens,0.7420325875282288,0.9922171157196441,0.16668383970533918,0.6296948812913553,0.5317491292953491,0.9552133169510626,0.3453053378527561,0.689618640958162,0.9622704703074606
1,1,chien,canin,canin,0.423811497117416,canin_1,toutou,0.5851649045944214,0.8462577379545428,0.2905181015194511,0.5971793155771485,0.5317491292953491,0.9552133169510626,0.3453053378527561,0.689618640958162,0.9622704703074606
1,1,chien,canin,canin,0.423811497117416,canin_1,molosse,0.5738735198974609,0.8448711316708271,0.1897981234376069,0.557193500025418,0.5317491292953491,0.9552133169510626,0.3453053378527561,0.689618640958162,0.9622704703074606
1,1,chien,canin,canin,0.423811497117416,canin_1,aboyer,0.5262206196784973,0.8086436946365819,0.3209639483291237,0.5984847069794078,0.5317491292953491,0.9552133169510626,0.3453053378527561,0.689618640958162,0.9622704703074606
1,1,chien,canin,canin,0.423811497117416,canin_1,chat,0.4983423054218292,0.8268342250758661,0.35261963310572586,0.6196621135050685,0.5317491292953491,0.9552133169510626,0.3453053378527561,0.689618640958162,0.9622704703074606
1,1,chien,canin,canin,0.423811497117416,canin_1,dressage,0.4978443384170532,0.9297844218211926,0.38395623829625114,0.6925397596727318,0.5317491292953491,0.9552133169510626,0.3453053378527561,0.689618640958162,0.9622704703074606
1,2,chien,dressage,dressage,0.8563788194587338,dressage_2,chiens,0.6992170810699463,0.884409408537864,0.13399712311243134,0.5393433097631634,0.42244672775268555,0.8926849388541364,0.30058530874314215,0.6278418753683626,0.8644871729711978
1,2,chien,dressage,dressage,0.8563788194587338,dressage_2,toutou,0.5368726253509521,0.8257474205404718,0.24892580967760164,0.5666806485602702,0.42244672775268555,0.8926849388541364,0.30058530874314215,0.6278418753683626,0.8644871729711978
1,2,chien,dressage,dressage,0.8563788194587338,dressage_2,molosse,0.5366422533988953,0.8607232628138844,0.30207754369178497,0.6135251650933221,0.42244672775268555,0.8926849388541364,0.30058530874314215,0.6278418753683626,0.8644871729711978
1,2,chien,dressage,dressage,0.8563788194587338,dressage_2,canine,0.4838149845600128,0.8703764107664829,0.4064924939738222,0.6655263876350317,0.42244672775268555,0.8926849388541364,0.30058530874314215,0.6278418753683626,0.8644871729711978
1,2,chien,dressage,dressage,0.8563788194587338,dressage_2,malinois,0.47818878293037415,0.9788064268138805,0.33934669193582734,0.6983054903635214,0.42244672775268555,0.8926849388541364,0.30058530874314215,0.6278418753683626,0.8644871729711978
1,2,chien,dressage,dressage,0.8563788194587338,dressage_2,aboyer,0.47633588314056396,0.9156176862993782,0.2656199023262529,0.6267549811750529,0.42244672775268555,0.8926849388541364,0.30058530874314215,0.6278418753683626,0.8644871729711978
1,3,chien,malinois,malinois,1.3148333988068148,malinois_3,chiens,0.6770972013473511,0.8383749685518077,0.24002305693135717,0.5798164580894188,0.4323308765888214,0.8138612504058624,0.39247636805711306,0.6320369611072917,0.776640347274657
1,3,chien,malinois,malinois,1.3148333988068148,malinois_3,molosse,0.5556079149246216,0.8797671351285749,0.2746517409613994,0.6100902901492986,0.4323308765888214,0.8138612504058624,0.39247636805711306,0.6320369611072917,0.776640347274657
1,3,chien,malinois,malinois,1.3148333988068148,malinois_3,toutou,0.5340182781219482,0.895449068719327,0.2798072893679754,0.6247844485136587,0.4323308765888214,0.8138612504058624,0.39247636805711306,0.6320369611072917,0.776640347274657
1,3,chien,malinois,malinois,1.3148333988068148,malinois_3,beauceron,0.48619797825813293,0.9326166427531364,0.30586530324041644,0.6529243470412444,0.4323308765888214,0.8138612504058624,0.39247636805711306,0.6320369611072917,0.776640347274657
1,3,chien,malinois,malinois,1.3148333988068148,malinois_3,chiot,0.47939935326576233,0.9279294441593319,0.37651590452676276,0.682024328609656,0.4323308765888214,0.8138612504058624,0.39247636805711306,0.6320369611072917,0.776640347274657
1,3,chien,malinois,malinois,1.3148333988068148,malinois_3,dogue,0.47645124793052673,0.90662945421785,0.3775405729842363,0.6788251541789372,0.4323308765888214,0.8138612504058624,0.39247636805711306,0.6320369611072917,0.776640347274657
1,4,chien,chiot,chiot,0.7911793941405646,chiot_4,chiens,0.6800805926322937,0.9710158637973598,0.20313293637801347,0.637926076281204,0.5085137486457825,0.8598521153963882,0.4297710320881769,0.6741099043817713,0.6977202761052369
