id_participant,cues,responses,likeability,originality,adequacy,frequencyCreaFlexFirst,frequencyCreaFlexDist,RT_answer,condition,unique_creaflexFirst,unique_creaflexDist,frequency_dictaverf
23,rapport,sexuel,100.0,62.0,100.0,0.09375,0.052083333333333336,2.241495499998564,1,0,0,0.075614
23,fil,coutûre,100.0,1.0,100.0,0.0,0.0,0.7180023000000801,1,1,1,0.0
23,garçon,fille,nan,nan,nan,0.8229166666666666,0.0,0.3664032999986375,1,0,1,0.7616200000000001
23,direction,panneau,nan,nan,nan,0.020833333333333332,0.03125,4.44992160000038,1,0,0,0.054108
23,visage,cou,100.0,29.0,89.0,0.0,0.0,0.32420510000156355,1,1,1,0.002012
23,nord,sud,100.0,1.0,100.0,0.8333333333333334,0.020833333333333332,0.22731109999949695,1,0,0,0.69231
23,appel,téléphone,nan,nan,nan,0.6458333333333334,0.020833333333333332,0.5306215999989945,1,0,0,0.4881
23,principe,valeurs,nan,nan,nan,0.0,0.0,0.9734269000000495,1,1,1,0.00578
23,genre,féminin,nan,nan,nan,0.15625,0.041666666666666664,1.7744866000030015,1,0,0,0.13061099999999998
23,science,curiosité,79.0,68.0,100.0,0.0,0.0,1.5028667000005953,1,1,1,0.0
23,vin,blanc,77.0,1.0,100.0,0.020833333333333332,0.0,0.8051744000003964,1,0,1,0.031936
23,façon,,nan,nan,nan,0.0,0.0,9.312501899999916,2,1,1,0.0
23,passage,secret,100.0,67.0,99.0,0.020833333333333332,0.041666666666666664,4.9615606000006665,2,0,0,0.020952
23,fil,funambule,100.0,100.0,93.0,0.0,0.041666666666666664,3.3362553999977536,2,1,0,0.003717
23,visage,picasso,97.0,98.0,78.0,0.0,0.0,3.117270399998233,2,1,1,0.0
23,vin,tonneau,86.0,72.0,92.0,0.0,0.0,4.9947476999986975,2,1,1,0.001996
23,lutte,révolte,89.0,35.0,100.0,0.0,0.0,6.352825299996766,2,1,1,0.0
23,chambre,rêve,100.0,65.0,78.0,0.0,0.0,2.604163400003017,2,1,1,0.0
23,genre,littérature,nan,nan,nan,0.0,0.0,8.156841899999563,2,1,1,0.002041
23,mur,son,69.0,100.0,93.0,0.010416666666666666,0.03125,6.153283300001931,2,0,0,0.026975
23,colline,yeux,100.0,100.0,79.0,0.020833333333333332,0.14583333333333334,9.091517799999565,2,0,0,0.028169
23,appel,urgence,nan,nan,nan,0.0,0.020833333333333332,10.163166199999978,2,1,0,0.013889
23,morceau,lune,100.0,97.0,93.0,0.0,0.010416666666666666,8.675551000000269,2,1,0,0.0
23,doigt,crochu,63.0,67.0,87.0,0.0,0.0,5.5121963000019605,2,1,1,0.0
23,peau,,nan,nan,nan,0.0,0.0,12.203951600000437,2,1,1,0.0
23,enfant,,nan,nan,nan,0.0,0.0,15.179586999998719,2,1,1,0.0
23,mer,sirène,nan,nan,nan,0.0,0.0,2.5984322000003885,2,1,1,0.0
23,début,conte,nan,nan,nan,0.0,0.010416666666666666,8.424903999999515,2,1,0,0.0
23,science,magie,100.0,69.0,55.0,0.0,0.0,1.9459328000011737,2,1,1,0.0
23,jardin,,nan,nan,nan,0.0,0.0,20.01614580000023,2,1,1,0.0
23,gauche,coeur,98.0,63.0,77.0,0.0,0.0,4.000512399998115,2,1,1,0.002024
23,rapport,temps,98.0,70.0,59.0,0.0,0.0,5.328467999999702,2,1,1,0.0
23,habitude,bousculer,85.0,79.0,75.0,0.0,0.0,5.747400599997491,2,1,1,0.0
23,machine,dinosaure,nan,nan,nan,0.0,0.0,3.600493199999619,2,1,1,0.0
23,école,explorer,95.0,73.0,65.0,0.0,0.0,5.734329900002194,2,1,1,0.0
23,cause,,nan,nan,nan,0.0,0.0,20.016120399999636,2,1,1,0.0
23,jambe,bois,82.0,100.0,92.0,0.020833333333333332,0.125,9.335432100000617,2,0,0,0.056452
23,page,magie,nan,nan,nan,0.0,0.0,5.349175899998954,2,1,1,0.0
23,larme,phoenix,100.0,100.0,97.0,0.0,0.0,4.906757799999468,2,1,1,0.0
23,vache,peau,100.0,95.0,96.0,0.0,0.010416666666666666,8.458098899998731,2,1,0,0.001923
23,horizon,espoir,90.0,90.0,77.0,0.010416666666666666,0.03125,3.0921729000001505,2,0,0,0.004
23,position,boussole,78.0,92.0,83.0,0.0,0.010416666666666666,3.3253618000017013,2,1,0,0.001992
23,herbe,insecte,100.0,57.0,97.0,0.0,0.0,2.7151343000005,2,1,1,0.001934
23,nord,ours,75.0,74.0,83.0,0.0,0.03125,10.549996300000203,2,1,0,0.001923
23,garçon,perdu,nan,nan,nan,0.0,0.0,2.349271700000827,2,1,1,0.0
23,rayon,espace,nan,nan,nan,0.0,0.0,10.836742100000265,2,1,1,0.0
23,table,ronde,nan,nan,nan,0.010416666666666666,0.0625,1.1290199000031862,2,0,0,0.10057
23,principe,aboli,nan,nan,nan,0.0,0.0,19.182830899997498,2,1,1,0.0
23,preuve,sorcier,58.0,59.0,48.0,0.0,0.0,3.45659500000329,2,1,1,0.0
23,lèvre,coeur,nan,nan,nan,0.0,0.010416666666666666,11.736154199999874,2,1,0,0.0
23,oncle,raciste,97.0,94.0,100.0,0.0,0.010416666666666666,4.8893442999979015,2,1,0,0.0
23,lune,prince,68.0,100.0,78.0,0.0,0.010416666666666666,4.146448299998156,2,1,0,0.0
23,arbre,cogneur,73.0,100.0,93.0,0.0,0.0,5.396048800001154,2,1,1,0.0
23,jeunesse,possible,100.0,71.0,69.0,0.0,0.0,2.755894399997487,2,1,1,0.0
23,sens,,nan,nan,nan,0.0,0.0,20.016174299998966,2,1,1,0.0
23,chien,guide,nan,nan,nan,0.0,0.0,6.479619300000195,2,1,1,0.0
23,rôle,rêve,100.0,81.0,83.0,0.0,0.0,8.29710310000155,2,1,1,-1.0
23,faim,soif,100.0,1.0,100.0,0.2604166666666667,0.020833333333333332,7.26301869999952,2,0,0,0.2551
23,objet,fabrication,nan,nan,nan,0.0,0.0,7.1525029000004,2,1,1,0.0
23,pierre,résurrection,nan,nan,nan,0.0,0.0,4.455004600000393,2,1,1,0.0
23,rose,beauté,100.0,59.0,100.0,0.0,0.010416666666666666,12.392996700000367,2,1,0,0.012121
23,soeur,,nan,nan,nan,0.0,0.0,8.636191300000064,2,1,1,0.0
23,avis,,nan,nan,nan,0.0,0.0,2.386869600002683,2,1,1,0.0
23,question,savoir,100.0,67.0,100.0,0.0,0.0,10.77457510000022,2,1,1,0.005576
23,désir,espace,51.0,46.0,56.0,0.0,0.0,13.025039299998753,2,1,1,0.0
23,direction,nord,nan,nan,nan,0.041666666666666664,0.010416666666666666,11.473143499999424,2,0,0,0.026052
23,passion,désir,nan,nan,nan,0.041666666666666664,0.020833333333333332,13.013672500001121,2,0,0,0.018868
23,masse,musculaire,nan,nan,nan,0.010416666666666666,0.020833333333333332,6.321202099999937,2,0,0,0.006
23,flamme,calciner,nan,nan,nan,0.0,0.0,9.24585289999959,2,1,1,0.0
23,mari,amant,100.0,93.0,100.0,0.0,0.020833333333333332,2.394281500000943,2,1,0,0.013752
23,lit,hôpital,75.0,100.0,100.0,0.0,0.020833333333333332,6.000305300000036,2,1,0,0.0
23,toit,grenier,98.0,44.0,91.0,0.010416666666666666,0.0,3.4066211999997904,2,0,1,0.0
23,acte,spectacle,nan,nan,nan,0.0,0.0,8.908492400001705,2,1,1,0.0
24,lune,soleil,nan,nan,nan,0.4479166666666667,0.041666666666666664,0.9216767000034451,1,0,0,0.32233
24,sens,cinq,100.0,63.0,86.0,0.03125,0.0625,0.60263009974733,1,0,0,0.0
24,nord,sud,1.0,23.0,89.0,0.8333333333333334,0.020833333333333332,0.6976387999020517,1,0,0,0.69231
24,chambre,hôtel,65.0,73.0,77.0,0.010416666666666666,0.020833333333333332,3.863802599720657,1,0,0,0.02994
24,habitude,calme,51.0,71.0,91.0,0.0,0.0,4.065210900269449,1,1,1,0.0
24,désir,sexuel,63.0,67.0,75.0,0.052083333333333336,0.020833333333333332,1.774206900037825,1,0,0,0.01848
24,horizon,paysage,31.0,69.0,83.0,0.041666666666666664,0.020833333333333332,1.977301700040698,1,0,0,0.038
24,lit,sommeil,nan,nan,nan,0.020833333333333332,0.020833333333333332,2.453283400274813,1,0,0,0.062147
24,pierre,feuille,nan,nan,nan,0.1875,0.07291666666666667,2.2881813999265432,1,0,0,0.060953
24,arbre,vie,nan,nan,nan,0.0,0.08333333333333333,0.6037892000749707,1,1,0,0.031311
24,doigt,main,7.0,15.0,83.0,0.625,0.0,2.718448100145906,1,0,1,0.56981
24,rapport,envie,54.0,68.0,29.0,0.0,0.0,4.826624199748039,1,1,1,0.0
24,jambe,course,nan,nan,nan,0.010416666666666666,0.010416666666666666,5.091758199967444,1,0,0,0.004032
24,garçon,genre,73.0,61.0,93.0,0.010416666666666666,0.052083333333333336,1.4740017000585794,1,0,0,0.00202
24,morceau,viande,25.0,21.0,81.0,0.10416666666666667,0.0625,4.164226799737662,1,0,0,0.048544
24,passion,fruit,77.0,91.0,69.0,0.16666666666666666,0.1875,0.5971484002657235,1,0,0,0.10755
24,fil,mythologie,nan,nan,nan,0.0,0.020833333333333332,4.38568380009383,1,1,0,0.0
24,peau,aire,59.0,78.0,60.0,0.0,0.0,4.491934199817479,1,1,1,0.0
24,page,savoir,93.0,75.0,67.0,0.0,0.010416666666666666,2.558424200396985,1,1,0,0.0
24,soeur,,nan,nan,nan,0.0,0.0,10.016451799776405,1,1,1,0.0
24,appel,réponse,63.0,35.0,77.0,0.03125,0.010416666666666666,1.183306499850005,1,0,0,0.011905
24,oncle,doigt,19.0,99.0,23.0,0.0,0.0,3.102230600081384,1,1,1,0.0
24,vin,boire,27.0,16.0,100.0,0.07291666666666667,0.0,5.080757699906826,1,0,1,0.037924
24,chien,chat,2.0,1.0,100.0,0.6875,0.020833333333333332,1.1069135996513069,1,0,0,0.71091
24,avis,demande,56.0,57.0,85.0,0.0,0.0,4.07101109996438,1,1,1,0.0
24,position,létale,nan,nan,nan,0.0,0.0,1.0685673002153635,1,1,1,0.0
24,vache,champs,31.0,1.0,97.0,0.0,0.0,3.1406241999939084,1,1,1,0.003846
24,toit,toiture,nan,nan,nan,0.0,0.010416666666666666,1.5195050998590887,1,1,0,0.01006
24,façon,faire,nan,nan,nan,0.19791666666666666,0.010416666666666666,0.7405941002070904,1,0,0,0.076923
24,science,vie,nan,nan,nan,0.03125,0.010416666666666666,1.5601194999180734,1,0,0,0.028056
24,école,savoir,nan,nan,nan,0.010416666666666666,0.010416666666666666,1.7608665004372597,1,0,0,0.024299
24,mur,obstacle,73.0,89.0,78.0,0.03125,0.020833333333333332,1.9014619998633862,1,0,0,0.04817
24,gauche,politique,nan,nan,nan,0.010416666666666666,0.052083333333333336,0.7130549000576138,1,0,0,0.016194
24,rayon,uv,58.0,49.0,87.0,0.0,0.0,0.7185216001234949,1,1,1,0.0
24,mer,vague,17.0,34.0,99.0,0.09375,0.020833333333333332,2.47870140010491,1,0,0,0.052953
24,flamme,feu,nan,nan,nan,0.71875,0.0,1.3215959002263844,1,0,1,0.68702
24,question,réponse,22.0,21.0,83.0,0.8020833333333334,0.0625,0.39094459963962436,1,0,0,0.71933
24,jardin,fleur,16.0,69.0,71.0,0.3333333333333333,0.0,1.198029600083828,1,0,1,0.13939
24,jeunesse,vitalité,nan,nan,nan,0.010416666666666666,0.0,1.0675301002338529,1,0,1,0.026
24,rôle,théâtre,nan,nan,nan,0.23958333333333334,0.09375,2.4893738999962807,1,0,0,-1.0
24,table,chaîne,59.0,91.0,3.0,0.0,0.0,0.6846917001530528,1,1,1,0.0
24,cause,effet,nan,nan,nan,0.16666666666666666,0.08333333333333333,6.314339799806476,1,0,0,0.34195
24,masse,salarial,nan,nan,nan,0.0,0.0,1.0612802999094129,1,1,1,0.0
24,lèvre,bouche,1.0,25.0,97.0,0.6875,0.0,1.6056850999593735,1,0,1,0.54373
24,colline,espace,nan,nan,nan,0.0,0.0,1.0806843996979296,1,1,1,0.0
24,visage,froid,67.0,79.0,57.0,0.0,0.0,2.0060699000023305,1,1,1,0.002012
24,enfant,,nan,nan,nan,0.0,0.0,2.739537499845028,1,1,1,0.0
24,lutte,catch,nan,nan,nan,0.010416666666666666,0.020833333333333332,1.8858766998164356,1,0,0,0.009653
24,preuve,évidence,nan,nan,nan,0.09375,0.041666666666666664,1.98004740010947,1,0,0,0.059524
24,machine,écrire,47.0,35.0,67.0,0.125,0.03125,0.5265238001011312,1,0,0,0.058161
24,rose,fleur,21.0,9.0,93.0,0.40625,0.020833333333333332,0.8836623001843691,1,0,0,0.367672
24,principe,axe,nan,nan,nan,0.0,0.0,3.147211499977857,1,1,1,0.001927
24,direction,diriger,nan,nan,nan,0.0,0.0,2.769717900082469,1,1,1,0.006012
24,passage,piéton,nan,nan,nan,0.16666666666666666,0.052083333333333336,1.9874915000982583,1,0,0,0.064762
24,acte,pièce,63.0,79.0,57.0,0.03125,0.03125,1.0015813000500202,1,0,0,0.019084
24,début,fin,16.0,13.0,79.0,0.875,0.041666666666666664,0.8346155001781881,1,0,0,0.759297
24,larme,joue,nan,nan,nan,0.010416666666666666,0.0,1.7391607002355158,1,0,1,0.007547
24,herbe,fleurie,58.0,35.0,75.0,0.0,0.0,1.9941035001538694,1,1,1,0.0
24,objet,sol,40.0,54.0,39.0,0.0,0.0,1.4158299998380244,1,1,1,0.0
24,genre,sexe,25.0,73.0,97.0,0.2604166666666667,0.020833333333333332,1.2908608000725508,1,0,0,0.097959
24,faim,manger,nan,nan,nan,0.28125,0.010416666666666666,1.6561166001483798,1,0,0,0.24694
24,mari,trouble,72.0,91.0,33.0,0.0,0.0,4.2309312000870705,1,1,1,0.0
24,direction,inverse,nan,nan,nan,0.0,0.010416666666666666,4.7935695997439325,2,1,0,0.0
24,école,chambre,nan,nan,nan,0.0,0.0,6.860658599995077,2,1,1,0.0
24,machine,temps,26.0,31.0,82.0,0.0,0.020833333333333332,4.939684799872339,2,1,0,0.005629
24,vache,police,78.0,99.0,1.0,0.0,0.0,4.043386300094426,2,1,1,0.0
24,passage,secret,nan,nan,nan,0.020833333333333332,0.041666666666666664,6.208538200240582,2,0,0,0.020952
24,avis,mensonge,73.0,73.0,62.0,0.0,0.0,6.1481999000534415,2,1,1,0.0
24,lune,poésie,nan,nan,nan,0.0,0.0,4.788026799913496,2,1,1,0.0
24,genre,mystère,52.0,83.0,45.0,0.0,0.0,6.665201699826866,2,1,1,0.0
24,début,vision,50.0,85.0,45.0,0.0,0.0,17.301116900052875,2,1,1,0.0
24,jambe,,nan,nan,nan,0.0,0.0,13.107705300208181,2,1,1,0.0
24,morceau,rap,98.0,75.0,67.0,0.0,0.0,8.003932099789381,2,1,1,0.0
24,cause,,nan,nan,nan,0.0,0.0,3.7188606997951865,2,1,1,0.0
24,lutte,armée,nan,nan,nan,0.0,0.0,6.676634700037539,2,1,1,0.003861
24,faim,capitalisme,nan,nan,nan,0.0,0.0,3.490512500051409,2,1,1,0.0
24,rose,douleur,71.0,89.0,59.0,0.0,0.010416666666666666,0.5948193999938667,2,1,0,0.0
24,principe,déconstruction,nan,nan,nan,0.0,0.0,2.1151790996082127,2,1,1,0.0
24,position,classement,nan,nan,nan,0.0,0.0,7.336882800329477,2,1,1,0.003984
24,jardin,voltaire,91.0,90.0,56.0,0.0,0.0,1.1260311999358237,2,1,1,0.0
24,pierre,feuille,nan,nan,nan,0.1875,0.07291666666666667,4.427010599989444,2,0,0,0.060953
24,toit,feu,nan,nan,nan,0.0,0.0,18.199221199844033,2,1,1,0.002012
24,rapport,balance,71.0,91.0,29.0,0.0,0.0,5.458103099837899,2,1,1,0.00189
24,habitude,habitus,77.0,88.0,90.0,0.0,0.010416666666666666,10.823137999977916,2,1,0,0.003697
24,passion,vie,77.0,71.0,64.0,0.010416666666666666,0.020833333333333332,10.121146499644965,2,0,0,0.003774
24,science,dépassement,nan,nan,nan,0.0,0.0,9.455607600044459,2,1,1,0.0
24,vin,dieu,30.0,69.0,71.0,0.0,0.010416666666666666,4.424409499857575,2,1,0,0.0
24,appel,faire,95.0,80.0,33.0,0.0,0.010416666666666666,15.110068700276315,2,1,0,0.0
24,preuve,trace,nan,nan,nan,0.0,0.010416666666666666,11.652308199554682,2,1,0,0.003968
24,sens,musique,88.0,74.0,65.0,0.0,0.0,6.901195799931884,2,1,1,0.0
24,objet,où,63.0,67.0,1.0,0.0,0.0,10.798380200285465,2,1,1,0.0
24,enfant,connexion,nan,nan,nan,0.0,0.0,11.56650139996782,2,1,1,0.0
24,flamme,réseau,nan,nan,nan,0.0,0.0,4.5575771001167595,2,1,1,0.0
24,garçon,dominant,35.0,77.0,50.0,0.0,0.0,15.352612900082022,2,1,1,0.0
24,table,manger,7.0,6.0,91.0,0.03125,0.041666666666666664,9.843982900027186,2,0,0,0.11575
24,larme,,nan,nan,nan,0.0,0.0,7.322032100055367,2,1,1,0.0
24,lèvre,rouge,17.0,15.0,85.0,0.020833333333333332,0.0625,7.241709100082517,2,0,0,0.057034
24,lit,il,nan,nan,nan,0.0,0.0,10.558160999789834,2,1,1,0.0
24,jeunesse,inéxperience,nan,nan,nan,0.0,0.0,9.802957499865443,2,1,1,0.0
24,doigt,piano,71.0,87.0,44.0,0.010416666666666666,0.052083333333333336,2.06456879992038,2,0,0,0.020755
24,visage,sans,91.0,100.0,28.0,0.0,0.0,0.864678299985826,2,1,1,0.0
24,chambre,soi,47.0,71.0,75.0,0.010416666666666666,0.0,10.08938300004229,2,0,1,0.0
24,gauche,communisme,nan,nan,nan,0.0,0.020833333333333332,6.0973138003610075,2,1,0,0.0
24,mer,sel,10.0,44.0,99.0,0.020833333333333332,0.020833333333333332,5.641019599977881,2,0,0,0.02444
24,acte,comédie,78.0,89.0,75.0,0.0,0.0,11.675882499665022,2,1,1,0.0
24,colline,espace,nan,nan,nan,0.0,0.0,10.701940500177443,2,1,1,0.0
24,fil,fer,nan,nan,nan,0.010416666666666666,0.03125,4.0403342000208795,2,0,0,0.033457
24,oncle,frère,82.0,79.0,71.0,0.020833333333333332,0.020833333333333332,12.488612900022417,2,0,0,0.009434
24,mari,autre,63.0,83.0,44.0,0.0,0.0,3.713381899986416,2,1,1,0.0
24,chien,ombre,93.0,89.0,51.0,0.0,0.0,6.319101700093597,2,1,1,0.0
24,rayon,disque,48.0,52.0,95.0,0.010416666666666666,0.0,8.337911900132895,2,0,1,0.001859
24,herbe,verre,52.0,77.0,83.0,0.0,0.0,8.467253499664366,2,1,1,0.0
24,question,piège,77.0,85.0,67.0,0.0,0.0,6.897233499679714,2,1,1,0.003717
24,masse,,nan,nan,nan,0.0,0.0,20.016230800189078,2,1,1,0.0
24,nord,viking,49.0,93.0,74.0,0.0,0.010416666666666666,5.516950800083578,2,1,0,0.0
24,horizon,soleil,27.0,19.0,97.0,0.11458333333333333,0.03125,9.145292600151151,2,0,0,0.034
24,façon,toute,nan,nan,nan,0.0,0.020833333333333332,14.77574749989435,2,1,0,0.0
24,page,mémoire,78.0,79.0,75.0,0.0,0.0,6.118869900237769,2,1,1,0.002066
24,peau,tatouage,53.0,59.0,89.0,0.0,0.010416666666666666,7.048173299990594,2,1,0,0.0
24,soeur,âme,nan,nan,nan,0.010416666666666666,0.020833333333333332,4.881168700288981,2,0,0,0.0
24,arbre,généalogique,nan,nan,nan,0.010416666666666666,0.020833333333333332,6.132056700065732,2,0,0,0.003914
24,désir,absence,87.0,100.0,75.0,0.0,0.0,6.7896505002863705,2,1,1,0.0
24,mur,guerre,95.0,77.0,51.0,0.0,0.0,11.535708600189537,2,1,1,0.0
24,rôle,jouer,nan,nan,nan,0.0625,0.020833333333333332,6.49040300026536,2,0,0,-1.0
25,désir,amour,nan,nan,nan,0.1875,0.010416666666666666,1.3637959999032319,1,0,0,0.13347
25,façon,faire,nan,nan,nan,0.19791666666666666,0.010416666666666666,1.852013099938631,1,0,0,0.076923
25,pierre,feuille,87.0,2.0,99.0,0.1875,0.07291666666666667,0.3445151997730136,1,0,0,0.060953
25,lit,dormir,97.0,21.0,88.0,0.3229166666666667,0.020833333333333332,0.550460500176996,1,0,0,0.4275
25,toit,maison,nan,nan,nan,0.65625,0.020833333333333332,1.0437322999350727,1,0,0,0.62978
25,rose,rouge,77.0,47.0,73.0,0.19791666666666666,0.010416666666666666,0.6310386001132429,1,0,0,0.062626
25,mer,montagne,94.0,19.0,85.0,0.010416666666666666,0.041666666666666664,0.7868161001242697,1,0,0,0.01833
25,morceau,gâteau,77.0,1.0,100.0,0.020833333333333332,0.052083333333333336,0.6978012002073228,1,0,0,0.062136
25,rôle,jouer,nan,nan,nan,0.0625,0.020833333333333332,0.6483891000971198,1,0,0,-1.0
25,peau,poil,60.0,90.0,81.0,0.07291666666666667,0.010416666666666666,5.124715200159699,1,0,0,0.050388
25,flamme,feu,75.0,13.0,93.0,0.71875,0.0,0.5989139000885189,1,0,1,0.68702
25,science,biologie,nan,nan,nan,0.0625,0.010416666666666666,1.888227999676019,1,0,0,0.04008
25,principe,morale,nan,nan,nan,0.0,0.0,4.155713100451976,1,1,1,0.038536
25,preuve,enquête,77.0,35.0,79.0,0.07291666666666667,0.052083333333333336,1.0508391000330448,1,0,0,0.089286
25,jeunesse,futur,95.0,99.0,62.0,0.0,0.0,4.534079200122505,1,1,1,0.0
25,passage,côté,47.0,71.0,37.0,0.0,0.0,3.2332624001428485,1,1,1,0.0
25,masse,poids,nan,nan,nan,0.46875,0.010416666666666666,1.1082120002247393,1,0,0,0.466
25,enfant,futur,100.0,86.0,71.0,0.0,0.0,4.220161700155586,1,1,1,0.001898
25,lèvre,bouche,81.0,5.0,91.0,0.6875,0.0,1.6078243996016681,1,0,1,0.54373
25,mari,femme,nan,nan,nan,0.71875,0.010416666666666666,0.8767621000297368,1,0,0,0.64833
25,objet,concret,91.0,89.0,86.0,0.0,0.020833333333333332,3.4679614999331534,1,1,0,0.0
25,vache,tâche,nan,nan,nan,0.0,0.03125,1.0225738999433815,1,1,0,0.019231
25,garçon,fille,60.0,3.0,97.0,0.8229166666666666,0.0,0.8917620000429451,1,0,1,0.7616200000000001
25,oncle,tante,71.0,33.0,93.0,0.7395833333333334,0.020833333333333332,1.8170524998567998,1,0,0,0.69057
25,lune,miel,100.0,96.0,70.0,0.08333333333333333,0.09375,1.949901099782437,1,0,0,0.079612
